brand,n_cines,area_km2,pob_wp,share_area_pct,share_pob_pct,pob_per_cine
Cineplanet,27,2668.9999999999945,8409947.451638937,87.73833004602207,73.15359886383487,311479.53524588654
Cinestar,10,232.99999999999417,1388360.293217659,7.659434582511306,12.07659769012326,138836.0293217659
MovieTime,4,55.0000000000037,509620.8108520508,1.8080210387903892,4.432916683976178,127405.2027130127
UVK,3,36.00000000000451,503601.267578125,1.1834319526628687,4.380555922326182,167867.08919270834
Cinemark,5,30.00000000000317,414710.9351501465,0.9861932938857046,3.607346843589069,82942.1870300293
Cinépolis,2,13.00000000000422,235686.92749023438,0.42735042735056555,2.050113517381174,117843.46374511719
Cinerama,1,5.999999999999737,34359.007080078125,0.19723865877711144,0.298870478769266,34359.007080078125
